id,failure_id,asset_config_id,event_description,mode_id,mode_description,date,time,detection,service_delay,immediate_investigation,type,safety_failure,hazard_id,cm_description,replaced_asset_config_id,cm_start_date,cm_start_time,cm_end_date,cm_end_time,oem_failure_reference
,12847,STC-VOBC-T117,"Line Controller reported STC--VOBC--train was standby at Wakra Platform 2-UTO-T117 Active Car C: VOBC 1 non communicating -Degraded Performance-Priority-02-Self normalized-17:15-ATS Alarm, ATS communication with VOBC 1034 on train 117 lost",VOBC02,VOBC-ATS comms failure,01/02/2019,18:02,ATS,0,Software issue,software,Yes,HZ152,"17:15 Self Normalized
 informed to Thales SIG",None,01/02/2019,21:02,02/04/2019,23:02,
,12884,STC-VOBC-T120,ATS communication with VOBC 1043 was lost,VOBC02,VOBC-ATS comms failure,02/02/2019,07:31,Inspection,0,Software issue,Software,Yes,HZ285,"Issue updated to DNP,MSI,SMC &FRT team.Fault self normalized",None,02/02/2019,10:31,03/04/2019,12:31,
,12959,STC-VOBC-T117,"ATS Showing Alarm, T117 (RSST070-P1121) failed to wake up due to VOBC self test failure",VOBC04,Train unable to set in sleep mode,03/02/2019,12:02,ATS,0,Software issue,Software,Yes,HZ169,"15:36 Informed to Thales SIG
 Known Issue as per Thales SIG team",None,03/02/2019,15:02,04/04/2019,17:02,
,12995,STC-ZC-24,ZC 24A Communication lost with ATS.,ZC01,Zone Controller Comms failure,04/02/2019,00:47,ATS,0,Software issue,Software,Yes,HZ272,"0:38 LC restarted ZC 24A by remotely 
 Thales Known issue.",None,04/02/2019,03:47,05/04/2019,05:47,
,13019,STC-VOBC-T120,"ICC: Alarm on ATS, EB applied due to over speed,Second alarm EB applied due to train move without authorization and NOC created. Both VOBC normal at the time.",VOBC05,Overspeed,04/02/2019,09:04,ATS,0,Alarm showing up for overspeeding,Software,Yes,HZ232,"09:07 Informed to Thales SIG at NMOC 
 as per Thales SIG team. T111 EB due to T103 lost position due to VOBC to ZC communication lost and self normalized in few seconds(known issue), becomes NCT and affected T111. After LC intervention, Fault normalized. No further investigations as per Thales SIG.",None,04/02/2019,12:04,05/04/2019,14:04,
,13509,STC-ZC-24,"ZC-24A Communication lost, twice",ZC01,Zone Controller Comms failure,04/02/2019,22:56,SCADA,0,Software issue,Software,Yes,HZ106,"22:47 LC restarted ZC 24A by remotely 
 Thales Known issue.",None,05/02/2019,01:56,06/04/2019,03:56,
,13515,STC-ZC-24,ZC 24 B Failed,ZC05,Zone controller software failure-self normalised,05/02/2019,03:31,ATS,0,Software issue,Software,No,,"ZC Restarted  after restarting fault normalized, under investigation by Thales",None,05/02/2019,06:31,06/04/2019,08:31,
,13517,STC-ZC-24,ZC 24A Communication Lost.,ZC01,Zone Controller Comms failure,05/02/2019,04:14,ATS,0,Software issue,Software,Yes,HZ91,"4:22 LC restarted ZC 24B by remotely 
 Thales Known issue.",None,05/02/2019,07:14,06/04/2019,09:14,
,13522,STC-VOBC-T107,T107 direction GD0: Pick wrong run 03 intend of Run 02.,VOBC07,Train did not pick up assignment,05/02/2019,07:40,ATS,0,Software issue,Software,No,,"07:45 informed to Thales SIG DNP
 08:00 As per Thales SIG. No fault found. Run no 2 is already available at Al Qassar PF2, as T107 already late, so the  Operator need to assigned run no 2 to the particular train.
 ",None,05/02/2019,10:40,06/04/2019,12:40,
,13523,STC-ZC-24,ICC: ATS alarm'' ZC 24 report ZC 1 has lost a redundant communication link''.,ZC01,Zone Controller Comms failure,05/02/2019,07:57,ATS,0,Software issue,Software,Yes,HZ227,"10:00 Informed  to SMC STC and Thales SIG
 As per Thales, this is known issue. Self normalized at 06:43. WO to be closed.",None,05/02/2019,10:57,06/04/2019,12:57,
,13732,STC-ATS-WS2,ICC: LC2 ATS work station crashed.,ATS04,ATS software crash,05/02/2019,12:01,ATS,0,Software issue,Software,No,,13:37 LC restarted application. Normalized,None,05/02/2019,15:01,06/04/2019,17:01,
,14072,STC-ZC-24,"ZC 24, 25, 26 & 27 communication with ATS was lost",ZC01,Zone Controller Comms failure,05/02/2019,20:32,ATS,0,Software issue,Software,Yes,HZ58,"Fault was selfnormalised within few seconds.
 20:26  Informed to Thales SIG team.
 20:35 Thales updated it’s a known issue and will rectified in the next software version.",None,05/02/2019,23:32,07/04/2019,01:32,
,14087,STC-ZC-24,ZC 24 B Communication lost with ATS,ZC01,Zone Controller Comms failure,06/02/2019,02:42,ATS,0,Software issue,software,Yes,HZ266,"02:43  Informed to Thales STC & SMC STC Team.
 As per Thales, This is known Issue and will resolved in next software update.",None,06/02/2019,05:42,07/04/2019,07:42,
,14091,STC-ZC-24,ZC 24 A Communication lost with ATS,ZC01,Zone Controller Comms failure,06/02/2019,04:33,ATS,0,Software issue,Software,Yes,HZ267,"02:43  Informed to Thales STC & SMC STC Team.
 As per Thales, This is known Issue and will resolved in next software update.",None,06/02/2019,07:33,07/04/2019,09:33,
,14096,STC-VOBC-T111,T103 direction GD1: VOBC 1 passive status in Corniche P1.,VOBC01,VOBC Passive,06/02/2019,06:50,ATS,0,Software issue,Software,Yes,HZ82,"6:12 LC reset the VOBC remotely but not normalized.
 6:42 Informed to Thales SIG team.
 6:50 Thales SIG aksed need to  do the Hard reset, the same informed to FRT and dispatched.
 08:11 - 08:27 FRT boarded T103 at Al Qassar P1 . Reset VOBC 1 from MCB panel. Fault Normalized
 ",None,06/02/2019,09:50,07/04/2019,11:50,
,14111,STC-ATS-VCP,ICC: VCP 1 and VCP 2 log off automatically.,ATS01,ATS VCP embedded software failure,06/02/2019,12:23,Inspection,0,Software issue,Software,No,,"07:00 informed to TEL SMC and Thales SCD
 07:15 No fault found, Log on remotely. Normalized",None,06/02/2019,15:23,07/04/2019,17:23,
,14112,STC-VOBC-T115,"ICC: T115 Both VOBC healthy status ,NOC created not possible to move train.",VOBC02,VOBC-ATS comms failure,06/02/2019,12:45,ATS,0,Software issue,Software,Yes,HZ210,"11:14 informed to Thales SIG DNP
 as per Thales SIG updates:
 11:07:14 NCO created  due to ZC to VOBC T115 communication lost  at Al Bidda PF2 . Both VOBC are showing healthy. NCO was cleared after communication was established at 11:12:59
 11:14 Run re-assigned by LC.
 -During that period, Operator performed Multiple command such as Door Open, Cancel Route, PF Hold and Train Reset.
 WO  to be closed as per Thales SIG team.
 62 seconds delay as per ICC",None,06/02/2019,15:45,07/04/2019,17:45,
,14119,STC-ZC-14,"ZC-14 A Communication Lost with ATS Twice, but gained the Communication immediately, Kindly investigate what made ZC14A to lost the Communication.",ZC01,Zone Controller Comms failure,06/02/2019,15:35,ATS,0,Software issue,Software,No,,"14:06 Informed to Thales SIG DNP
 Known Issue. to be rectified in the next software version as per Thales SIG team.",None,06/02/2019,18:35,07/04/2019,20:35,
,14118,STC-ATS-VCP,VCP monitor number 06 is failed to work through SCADA in ICC,ATS01,ATS VCP embedded software failure,06/02/2019,15:59,SCADA,0,Software issue,Software,No,,"14:06 Informed to SMC TEL tean in NMOC
 14:17 - 14:10 SMC TEL refreshed the VCP aplication remotely and fault Normalized.",None,06/02/2019,18:59,07/04/2019,20:59,
,14131,STC-ATS-VCP,VCP Monitor 3 was stop working. Blank screen,ATS01,ATS VCP embedded software failure,06/02/2019,20:34,Inspection,0,Software issue,Software,No,,"20:12  Informed to Thales DNP & smc telecom team
 20:20 SMC telecom team refreshed  the VCP connection",None,06/02/2019,23:34,08/04/2019,01:34,
,14132,STC-ATS-VCP,VCP Monitor 4 was stop working. Blank screen,ATS01,ATS VCP embedded software failure,06/02/2019,20:39,Inspection,0,Software issue,Software,No,,"20:12  Informed to Thales DNP & smc telecom team
 20:20 SMC telecom team refreshed  the VCP connection",None,06/02/2019,23:39,08/04/2019,01:39,
,14167,STC-VOBC-T123,T123 was not taken route to STBL 04 West side when routed from Departure Platform 1,VOBC02,VOBC-ATS comms failure,06/02/2019,22:12,ATS,0,Software issue,Software,Yes,HZ120,"21:15 Informed to Thales STC  team 
 Thales STC team said that know issue",None,07/02/2019,01:12,08/04/2019,03:12,
,14173,STC-ZC-24,"ZC Lost Operational redundancy, 14 A, 12 B, 11 B, 25 A, 24 B, 26 A, 27 A, 10 A, 13 A",ZC05,Zone controller software failure-self normalised,07/02/2019,01:14,ATS,0,Software issue,Software,Yes,HZ274,"0:00  h self normalized 
 1:16 h Informed to Thales team 
  As per Thales said that  ATS to  ZC communication loss ,this is know issue",None,07/02/2019,04:14,08/04/2019,06:14,
,14177,STC-ZC-24,ZC 24 B failed.,ZC05,Zone controller software failure-self normalised,07/02/2019,02:45,ATS,0,Software issue,Software,No,,"2:36 LC  restarted by  remotely
 2:35 Informed to Thales team said that know issue",None,07/02/2019,05:45,08/04/2019,07:45,
,14181,STC-VOBC-T120,ATS non communicating with VOBC 2,VOBC02,VOBC-ATS comms failure,07/02/2019,05:36,ATS,0,Software issue,Software,Yes,HZ86,"5:10 Informed to Thales STC & SMC STC team
 Thales team said that ATS to VOBC non communicating to make healthy VPBC train sent out SBL and then VOBC became he",None,07/02/2019,08:36,08/04/2019,10:36,
,14185,STC-ZC-24,ICC: ATS alarm'' ZC 24 report ZC 1 has lost a redundant communication link''.,ZC01,Zone Controller Comms failure,07/02/2019,07:18,ATS,0,Software issue,Software,Yes,HZ236,"07:37 Informed to Thales SIG DNP in NMOC
 Self Normalized.
 Known Issue as per Thales SIG.",None,07/02/2019,10:18,08/04/2019,12:18,
,14188,STC-VOBC-T103,T103 direction GD-1: EB applied due to ATS loos communication with VOBC. VOBC-1 passive.,VOBC02,VOBC-ATS comms failure,07/02/2019,08:59,ATS,0,Software issue,Software,Yes,HZ235,"07:56 EB and VOBC rested by LC . Normalized
 09:19 informed to Thales SIG DNP
 Known Issue as per Thales SIG team.EB applied due to EB failure detected.",None,07/02/2019,11:59,08/04/2019,13:59,
,14267,STC-ATS-WS1,ATS crashed for LC1 work station in ICC,ATS04,ATS software crash,08/02/2019,11:06,ATS,0,Software issue,Software,No,,"12:17  LC Restart the application and normalized .
 Known Issue as per Thales SIG team.",None,08/02/2019,14:06,09/04/2019,16:06,
,14336,STC-ZC-24,ZC 24 B Communication lost,ZC01,Zone Controller Comms failure,09/02/2019,02:47,ATS,0,Software issue,Software,Yes,HZ127,"2:38 LC  restarted by  remotely
 2:53 Informed to Thales  STC team said that know issue",None,09/02/2019,05:47,10/04/2019,07:47,
,14338,STC-ZC-24,ZC 24 A Communication lost,ZC01,Zone Controller Comms failure,09/02/2019,04:44,ATS,0,Software issue,Software,Yes,HZ89,"4:33 LC  restarted by  remotely
 4:50  Informed to Thales  STC team said that know issue",None,09/02/2019,07:44,10/04/2019,09:44,
,14339,STC-ATS-WS-1,"ATS Crashed for LC workstation,",ATS04,ATS software crash,09/02/2019,04:49,ATS,0,Software issue,Software,No,,"4:49 LC restarted  the ATS  wks 
 4:55 Informed to Thales STC team",None,09/02/2019,07:49,10/04/2019,09:49,
,14345,STC-VOBC-T107,T107 Run 1 at Al Wakra Platform 1 held bi directional handling,VOBC07,Train did not pick up assignment,09/02/2019,06:44,ATS,0,Software issue,Software,No,,"6:41 Informed to Thales STC  & SMC  team.
 9:30 Thales SIG updated, a recoverable route was set for MV64(Maintenance vehicle stabled at UWL) to RABTB06 last night by operator. After reset that mainteneace vehicle from ATS the fault was normalised. ",None,09/02/2019,09:44,10/04/2019,11:44,
,14347,STC-VOBC-T121,"T121 in Al Qassar PL2 pickup the wrong run, Pick up Run 03 instead of Run 02",VOBC07,Train did not pick up assignment,09/02/2019,07:11,ATS,0,Signalling software issue on ATS train assignment,Software,No,,"6:41 Informed to Thales STC  & SMC team.
 02102019:MSI updated this is not a fault and normal system behaviour.  If the train arrives less than 15 minutes before its planned departure time (as set in the timetable) it will pick up the next run.   ",None,09/02/2019,10:11,10/04/2019,12:11,
,14356,STC-VOBC-T122,"T122 at Al Bidda PL-1, VOBC 1 was non communicating and ATS Alarm by 08:32: ATS Communication with VOBC 1043 on Tran 122 lost",VOBC02,VOBC-ATS comms failure,09/02/2019,10:05,ATS,0,Software issue,Software,Yes,HZ52,"It was self normalised.
 10:50 Informed to Thales SIG team and SMC.",None,09/02/2019,13:05,10/04/2019,15:05,
,14365,STC-VOBC-T161,"T161 in ATS depot, train's positioning not available",VOBC02,VOBC-ATS comms failure,09/02/2019,12:29,Inspection,0,Software issue,Software,Yes,HZ392,Under investigation by Thales,None,09/02/2019,15:29,10/04/2019,17:29,
,14395,STC-VOBC-T112,"T112, applied EB while parking in RSD-A05, RSD-A05 remains open and reserved",VOBC02,VOBC-ATS comms failure,10/02/2019,03:56,ATS,0,Software issue,Software,Yes,HZ93,"4:00 Informed to Thales STC  & SMC  team 
 5:25  Thales team said that EB applied due to  ZC to VOBC communication loss and did not align properly due to which RSD-A05  got  reserved by crawl back protection .Thales team want to move the train and aligend properly . After ZC communication established moved the train and alligned in Depot.
 Known issue of ZC to VOBC comm lost as per Thales SIG",None,10/02/2019,06:56,11/04/2019,08:56,
,14403,STC-VOBC-T106,"T106, at Al Qassar PL 2 picked up Wrong Run, it took Run 3 instead of Run 2",VOBC07,Train did not pick up assignment,10/02/2019,06:49,ATS,0,Signalling software issue on ATS train assignment,Software,No,,"LC Reset command given and Run 2 Manually assigned.
 07:11 informed to Thales SIG DNP.
 Known Issue as per Thales SIG team.",None,10/02/2019,09:49,11/04/2019,11:49,
,14404,STC-ATS-LC1,"The trains in stabling didn't take Run assignments, except T105 (Run 08)",VOBC07,Train did not pick up assignment,10/02/2019,07:10,Inspection,0,Software issue,Software,No,,"Manually assigned run, under investigation by Thales",None,10/02/2019,10:10,11/04/2019,12:10,
,14641,STC-ATS-WS1,RSDT010 ICC Line Controller 1 Work Station ATS application Crashed during Train Movement .,ATS04,ATS software crash,10/02/2019,16:17,Inspection,0,Software issue,Software,No,,"16:43 Informed to Thales DNP and SMC team. 
 17:49 Thales Tel onboard team asked to check with the Sig team team.
 17:50 Informed to Thales Sig team , they are also checking their logs.
 17/02/2019 Thales update:
 Restarted the Software. Fault Normalized
 ",None,10/02/2019,19:17,11/04/2019,21:17,
,14679,STC-ATS-VCP,Camera RSDT114-CTV-CAM-401 is always pop up on all the VCP's in ICC automatically without anyone's command.,ATS01,ATS VCP embedded software failure,10/02/2019,18:12,Inspection,0,Software issue,Software,No,,"18:10 Informed to SMC team.
 19:15 Informed to Thales DNP.
 02112019:This is normal function of the VCP and not a failure.",None,10/02/2019,21:12,11/04/2019,23:12,
,14699,STC-VOBC-T105,T105 VOBC-1 status is non communicating and VOBC-2 status is passive available,VOBC02,VOBC-ATS comms failure,10/02/2019,22:38,ATS,0,Software issue,Software,Yes,HZ100,23:35  SMC FRT VOBC 1 hard  Reset and Fault normalized.,None,11/02/2019,01:38,12/04/2019,03:38,
,14898,STC-ZC-24,Zone controller ZC 24 A failed,ZC05,Zone controller software failure-self normalised,12/02/2019,05:06,ATS,0,Software issue,Software,No,,"4:50 LC reset the normalized 
 5:08 Informed to STC team
 Known Issue as per Thales SIG",None,12/02/2019,08:06,13/04/2019,10:06,
,14922,STC-VOBC-T103,DEPOT ICC: T103 both VOBC1 and VOBC2 become non-communicating with ATS.,VOBC02,VOBC-ATS comms failure,12/02/2019,15:00,ATS,0,Software issue,Software,Yes,HZ371,"System rebooted , fault normalized",None,12/02/2019,18:00,13/04/2019,20:00,
,14926,STC-ZC-24,ICC: ZC-24 A lost communication with ATS.,ZC01,Zone Controller Comms failure,12/02/2019,16:17,ATS,0,Software issue,Software,Yes,HZ376,"Network restored,Communication re-established",None,12/02/2019,19:17,13/04/2019,21:17,
,14928,STC-ZC-24,ICC: ZC-24 B lost communication with ATS.,ZC01,Zone Controller Comms failure,12/02/2019,17:14,ATS,0,Software issue,Software,Yes,HZ377,"Network restored,Communication re-established",None,12/02/2019,20:14,13/04/2019,22:14,
,14934,STC-ZC-24,"ICC: ZC- 24A,25A,26A and ZC-24B,25B,26B lost communication with ATS same time.",ZC01,Zone Controller Comms failure,12/02/2019,20:34,ATS,0,Software issue,Software,Yes,HZ59,"Fault was self normalized.
 21:05 Informed to Thales sig team
 Known Issue as per Thales SIG team",None,12/02/2019,23:34,14/04/2019,01:34,
,15109,STC-ZC-24,Zone controller ZC 24 A failed,ZC05,Zone controller software failure-self normalised,13/02/2019,05:29,ATS,0,Software issue,Software,Yes,HZ257,"04:01 LC restarted the Application
 04:30 Informed to Thales STC
 Fault Normalized",None,13/02/2019,08:29,14/04/2019,10:29,
,15127,STC-ATS,RSD-A01 Shutter door disturbed.,ATS06,ATS shutter door interface failure,13/02/2019,10:52,ATS,0,Door not closing,Hardware,Yes,HZ219,"10:30 RKH FC reported via landline RSD-A01 disturbed, exercised 3X but still disturbed
 10:31 informed to SMC EQU team and Thales SIG in NMOC
 10:33 Fault Normalzied after another 2X fuctional test. Updated to SMC EQU",None,13/02/2019,13:52,14/04/2019,15:52,
,15448,STC-ZC-24,RSDT010 Depot - Zone Controller ZC24-B Lost communication.,ZC01,Zone Controller Comms failure,13/02/2019,18:26,ATS,0,Software issue,Software,Yes,HZ148,"17:46 LC restarted the ZC24-B   by remotely
 18:30 Informed to Thales STC team",None,13/02/2019,21:26,14/04/2019,23:26,
,15464,STC-VOBC-T103,Train T103 DM1 VOBC 1 become passive.,VOBC01,VOBC Passive,13/02/2019,23:35,ATS,0,Software issue,Software,Yes,HZ104,23:20 VOBC reset given by LC. Fault Normalized,None,14/02/2019,02:35,15/04/2019,04:35,
,15466,STC-ZC-24,ZC24- ZC2 has lost redundant communication link,ZC01,Zone Controller Comms failure,14/02/2019,02:09,ATS,0,Software issue,Software,Yes,HZ118,21:28 Fault Self Normalized,None,14/02/2019,05:09,15/04/2019,07:09,
,15477,STC-ZC-24,Zone Controller ZC 24 A communication lost.,ZC01,Zone Controller Comms failure,14/02/2019,04:36,ATS,0,Software issue,Software,Yes,HZ256,04:02 Reset ZC 24A by LC. Fault Normalized,None,14/02/2019,07:36,15/04/2019,09:36,
,15495,STC-ZC-24,ATS ZC 24B communication lost,ZC01,Zone Controller Comms failure,14/02/2019,08:51,ATS,0,Software issue,Software,Yes,HZ245,05:49 ZC reset command given ,None,14/02/2019,11:51,15/04/2019,13:51,
,15562,STC-ZC-24,"RSDT010 Zone Controller ZC24-A Failed, ATS Alarm ZC24-A Communication Lost.",ZC01,Zone Controller Comms failure,15/02/2019,04:41,ATS,0,Software issue,Software,Yes,HZ255,04:10 LC restarted ZC-24A from ATS. Fault Normalized,None,15/02/2019,07:41,16/04/2019,09:41,
,15569,STC-ZC-24,ZC 24 B Communication lost with ATS,ZC01,Zone Controller Comms failure,15/02/2019,06:14,ATS,0,Software issue,Software,Yes,HZ378,"Network restored,Communication re-established",None,15/02/2019,09:14,16/04/2019,11:14,
,15580,STC-ATS-WS-1,ATS HMI workstation line controller 2 crashed,ATS04,ATS software crash,15/02/2019,08:46,ATS,0,Software issue,software,No,,Restarted the Application. Its a known issue and will be fixed after New Software update,None,15/02/2019,11:46,16/04/2019,13:46,
,15582,STC-VOBC-T117,T117 did not picked up run assignment,VOBC07,Train did not pick up assignment,15/02/2019,08:55,ATS,0,Signalling software issue on ATS train assignment,Software,No,,"9:30 Informed to Thales Sig team.
 Known issue as per Thales SIG",None,15/02/2019,11:55,16/04/2019,13:55,
,15583,STC-VOBC-T122,T122 did not picked up run assignment,VOBC07,Train did not pick up assignment,15/02/2019,09:07,ATS,0,Signalling software issue on ATS train assignment,Software,No,,"9:30 Informed to Thales Sig team.
 Known issue as per Thales SIG",None,15/02/2019,12:07,16/04/2019,14:07,
,15584,STC-VOBC-T106,T106 did not picked up run assignment,VOBC07,Train did not pick up assignment,15/02/2019,09:08,ATS,0,Signalling software issue on ATS train assignment,Software,No,,"9:30 Informed to Thales Sig team.
 Known issue as per Thales SIG",None,15/02/2019,12:08,16/04/2019,14:08,
,15609,STC-VOBC-T105,T105: Physically found train not align with MSD door.,VOBC03,VOBC stopping point inaccurate,24/02/2019,23:15,Inspection,0,Alignment issue,Hardware,Yes,HZ357,,None,25/02/2019,02:15,26/04/2019,04:15,
,15617,STC-ZC-24,"ICC: ZC24,ZC25 and ZC27 ground fault detected on ATS.",ZC06,Zone controller ground fault,25/02/2019,12:04,Inspection,0,Ground fault detected,Hardware,No,,"Network restored,Communication re-established",None,25/02/2019,15:04,26/04/2019,17:04,
,15625,STC-VOBC-T112,At 21:56H T112 Reports Unknown position and Self Cleared on ATS Alarms and at 21:58H ZC25 reports Communication Lost with T112 VOBC 1003 Unknown position and Self cleared on ATS alarms.,VOBC02,VOBC-ATS comms failure,25/02/2019,13:04,Inspection,0,Software issue,Software,Yes,HZ105,"23:20 Informed to Thales SIG and SMC team
 As per Thales team, unknown position due to ZC-VOBC comms lost. This is common known issue",None,25/02/2019,16:04,26/04/2019,18:04,
,15626,STC-ZC-24,Zone Controller ZC-24 has lost a redundant communication link lost at a time.,ZC01,Zone Controller Comms failure,25/02/2019,13:37,Inspection,0,Software issue,Software,Yes,HZ101,"23:30 Informed to Thales SIG and SMC team
 As per Thales team, ZC single link comms lost and no ZC halt observed. It is a known issue",None,25/02/2019,16:37,26/04/2019,18:37,
,15627,STC-VOBC-T122,At 22:05H T122 ATS Communication lost with VOBC 1044.,VOBC02,VOBC-ATS comms failure,25/02/2019,15:07,Inspection,0,Software issue,Software,Yes,HZ98,"23:40 Informed to Thales SIG and SMC team
 As per Thales team, ATS-VOBC lost, this is known issue",None,25/02/2019,18:07,26/04/2019,20:07,
,15641,STC-VOBC-T111,T111 Failed to set in Sleep Mode.,VOBC04,Train unable to set in sleep mode,25/02/2019,15:12,Inspection,0,Software issue,Software,Yes,HZ250,"04:35 Informed to Thales and SMC SIG Team
 2/17/2019 MSI updates  13:02
 ATC system is working as per design. T111 was not aligned and therefore, train failed to go to sleep mode
 The alignment issue is a known one by Thales, MHI and RKH.   
 ",None,25/02/2019,18:12,26/04/2019,20:12,
,15639,STC-ZC-26,Zone Controller ZC26 Communication lost with T106 and Established after 2 Seconds NCO Reported.,ZC01,Zone Controller Comms failure,25/02/2019,15:33,Inspection,0,Software issue,Software,Yes,HZ259,"03:55 Informed to Thales and SMC SIG Team
 As per Thales SIG, ZC to VOBC communication lost is a known issue.",None,25/02/2019,18:33,26/04/2019,20:33,
,15640,STC-ZC-26,Zone Controller ZC26 Communication lost with T117 and Established after 2 Seconds NCO Reported.,ZC01,Zone Controller Comms failure,25/02/2019,15:43,Inspection,0,Software issue,Software,Yes,HZ260,"03:55 Informed to Thales and SMC SIG Team
 As per Thales SIG, ZC to VOBC communication lost is a known issue.",None,25/02/2019,18:43,26/04/2019,20:43,
,15642,STC-VOBC-T107,T105 Failed to set in Sleep Mode.,VOBC04,Train unable to set in sleep mode,25/02/2019,16:06,Inspection,0,Software issue,Software,Yes,HZ251,"04:35 Informed to Thales and SMC SIG Team
 2/17/2019 MSI updates  13:02
 ATC system is working as per design. T111 was not aligned and therefore, train failed to go to sleep mode
 The alignment issue is a known one by Thales, MHI and RKH.   
 ",None,25/02/2019,19:06,26/04/2019,21:06,
,15643,STC-VOBC-T112,"T112 Failed to Wake up due to VOBC self test Failure, but SCADA showing Self test successful.",VOBC04,Train unable to set in sleep mode,25/02/2019,23:17,Inspection,0,Software issue,Software,Yes,HZ327,,None,26/02/2019,02:17,27/04/2019,04:17,
,15659,STC-ATS-RL,"All the trains in the depot were unable to take RUN automatically, As informed by LC.",ATS07,ATS lose control on trains,26/02/2019,00:12,Inspection,0,Software issue,Software,Yes,HZ239,"06:14 Trains were manually assigned in ATS.
 8:00 Informed toThales Sig team.
 Thales SIG team updated as Known Issue.",None,26/02/2019,03:12,27/04/2019,05:12,
,15660,STC-ZC-24,ZC 24 B Communication lost,ZC01,Zone Controller Comms failure,26/02/2019,01:11,Inspection,0,Software issue,Software,Yes,HZ80,8:15 Informed toThales Sig team.,None,26/02/2019,04:11,27/04/2019,06:11,
,15666,STC-VOBC-T127,T127 unable to sleep due to VOBC self test failure,VOBC04,Train unable to set in sleep mode,26/02/2019,05:06,Inspection,0,Software issue,Software,Yes,HZ372,"System rebooted , fault normalized",None,26/02/2019,08:06,27/04/2019,10:06,
,15878,STC-ZC-24,Zone Controller ZC 24 reports ZC 2 has lost a redundant communication,ZC01,Zone Controller Comms failure,26/02/2019,10:12,Inspection,0,Software issue,Software,Yes,HZ110,"22:05 Informed to Thales SIG team
 As per Thales team, ZC single link comms lost and no ZC halt observed. It is a known issue",None,26/02/2019,13:12,27/04/2019,15:12,
,15887,STC-ZC-24,"Zone Controller ZC24-A Communication lost, ATS Alarm.",ZC01,Zone Controller Comms failure,26/02/2019,10:50,Inspection,0,Software issue,Software,Yes,HZ264,"02:56 LC Akimi restarted ZC 24A from ATS. Fault Normalized
 03:24 Informed to Thales SIG team. As per Thales it is known issue",None,26/02/2019,13:50,27/04/2019,15:50,
,15896,STC-ATS-WS2,ICC: ATS crashed of LC-2 work station.,ATS04,ATS software crash,26/02/2019,11:04,Inspection,0,ATS crashed,Software,Yes,HZ243,"15:53 LC restarted ATS and fault normalized.
 Known Issue as per Thales SIG DNP.",None,26/02/2019,14:04,27/04/2019,16:04,
,15897,STC-ZC-24,ICC: ZC 24B Failed alarm showing on ATS.,ZC05,Zone controller software failure-self normalised,26/02/2019,12:10,Inspection,0,Software issue,Software,Yes,HZ244,"05:52 LC restarted ZC and fault normalized.
 Known Issue as per Thales SIG DNP.",None,26/02/2019,15:10,27/04/2019,17:10,
,15898,STC-ATS-RL,ICC: Trains in SBL not picking RUN automatically after inserting time table.,ATS07,ATS lose control on trains,26/02/2019,12:24,Inspection,0,Software issue,Software,No,,"06:45 LC assigned Run manually.
 07:06 informed to Thales SIG.
 Known Issue as per Thales SIG",None,26/02/2019,15:24,27/04/2019,17:24,
,15899,STC-VOBC-T105,ICC: T105 not in use-set unavailable and close on SBL-1E still getting RUN from time table.,VOBC02,VOBC-ATS comms failure,26/02/2019,12:52,Inspection,0,Software issue,Software,No,,"05:19 LC command off run and reset.
 07:16 Informed to Thaled SIG and SMC SIG for further investigations
 Known Issue as per Thales SIG",None,26/02/2019,15:52,27/04/2019,17:52,
,15900,STC-VOBC-T127,"ICC: T127 Routed directly to DECC but train stop in Corniche P1, Train doors and MSD open.",VOBC02,VOBC-ATS comms failure,26/02/2019,19:29,Inspection,0,Software issue,Software,Yes,HZ389,"12:02 Informed to Thales signaling.
 23:00 Thales STC team updated  restarted both central servers",None,26/02/2019,22:29,28/04/2019,00:29,
,16321,STC-VOBC-T107,T105 Active Car:DM2-Unable to route in UTO mode.,VOBC14,UTO mode failure,27/02/2019,02:49,Inspection,0,Software issue,Software,Yes,HZ170,"15:28 Informed to KS ,SMC FRT & Thales STC team
 16:06   KS ,SMC FRTreached to the train 
 16:09-16:26  SMC FRT & KS team updated  EB released through  push button in DM-1 ",None,27/02/2019,05:49,28/04/2019,07:49,
,16353,STC-ATS-VCP,ICC VCP monitor 03 not displaying CCTV image,ATS01,ATS VCP embedded software failure,27/02/2019,02:57,Inspection,0,Software issue,Software,Yes,HZ155,"17:05  Informed to Thales DNP &SMC telecom team
 SMC telecom team tried to reslove the issue but not solved.
 02182019: SMC team refresh the VCP application then normalized.",None,27/02/2019,05:57,28/04/2019,07:57,
,16366,STC-ZC-24,ZC-24 reports ZC-1 has lost redundant communication link,ZC01,Zone Controller Comms failure,27/02/2019,07:46,Inspection,0,Software issue,Software,Yes,HZ379,"Network restored,Communication re-established",None,27/02/2019,10:46,28/04/2019,12:46,
,16382,STC-ZC-24,ZC 24 B Communication lost,ZC01,Zone Controller Comms failure,27/02/2019,10:03,Inspection,0,Software issue,Software,Yes,HZ242,"05:58 LC restarted ZC and fault normalized.
 Known Issue as per Thales SIG team",None,27/02/2019,13:03,28/04/2019,15:03,
